Chemical Ingredient Name,API Number,OilAndGasGroup,Month,Production,Chemical Ingredient Mass (Thousand Pounds),Operator
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07559-0000,G,10,12.5,1610.0012,Sinclair
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04946-0000,G,1,49.5,1268.6812,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05157-0000,G,9,958.5,718.62769,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04831-0000,G,2,20.5,1351.964,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05328-0000,G,2,785.5,960.17426,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05398-0000,G,7,5.8333335,3.7624493,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05557-0000,G,9,2946.1667,1060.4009,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04975-0000,G,12,1014.6667,1138.9469,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06855-0000,G,5,6244,1672.5328,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06260-0000,G,10,37.166668,2059.4001,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05830-0000,G,2,0.5,1552.5304,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06270-0000,G,7,48.166668,967.73346,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05444-0000,G,4,2569.1667,1263.3839,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05328-0000,G,2,4.1666665,960.17426,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06259-0000,G,9,3465.6667,1925.296,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05361-0000,G,1,246.16667,1921.1526,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05189-0000,G,7,375.66666,1157.9963,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06049-0000,G,9,74,1315.4244,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05290-0000,G,8,751.83331,1234.0581,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05498-0000,G,1,1252,951.15125,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05484-0000,G,8,495.33334,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05484-0000,G,8,51.666668,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05814-0000,G,8,291.5,3.7669652,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05814-0000,G,8,51.666668,3.7669652,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06049-0000,G,8,41.666668,1315.4244,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04946-0000,G,9,1643,1268.6812,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06407-0000,G,8,14.166667,944.00122,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06049-0000,G,8,319.5,1315.4244,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06277-0000,G,1,5035.1665,1040.0615,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06254-0000,G,1,41.5,2157.3413,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05666-0000,G,2,9,849.44659,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05742-0000,G,3,77.666664,945.8797,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06318-0000,G,1,409.33334,2783.7876,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05658-0000,G,1,4.3333335,965.85004,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07424-0000,G,10,2.3333333,2023.6141,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07142-0000,G,11,779.16669,1955.0549,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05244-0000,G,2,118,1302.9933,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05015-0000,G,8,8.5,620.67847,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07420-0000,G,9,1541.6666,1130.0897,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05132-0000,G,2,14.5,635.77991,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06158-0000,G,3,17.333334,1285.6658,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06317-0000,G,1,1,1092.4192,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05923-0000,G,11,7.5,4269.501,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05742-0000,G,3,10.333333,945.8797,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05633-0000,G,8,161.16667,1214.1423,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05102-0000,G,2,12,751.36108,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06843-0000,G,2,2560.8333,2008.5461,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05932-0000,G,11,53,0.9189555,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04946-0000,G,7,1748.3334,1268.6812,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05499-0000,G,8,14.5,1455.9329,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06155-0000,G,7,14,1054.7489,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04971-0000,G,8,29.166666,1507.5396,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05468-0000,G,2,56.5,717.60706,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04971-0000,G,8,1936.5,1507.5396,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06283-0000,G,2,1.8333334,1147.1704,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05290-0000,G,7,965.66669,1234.0581,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05361-0000,G,6,0.16666667,1921.1526,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06462-0000,G,3,131.16667,1319.5682,"SHD Oil and Gas, LLC"
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05422-0000,G,8,121.66666,1745.2351,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06032-0000,G,8,2.8333333,2713.9258,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05095-0000,G,11,1071.3334,1284.912,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05714-0000,G,11,1156.5,1959.199,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06318-0000,G,11,117.5,2783.7876,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05153-0000,G,8,16,1094.8726,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06715-0000,G,8,1806.6666,2085.0156,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05789-0000,G,2,13,2322.3345,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06753-0000,G,7,5.6666665,1352.3407,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05422-0000,G,2,138.33333,1745.2351,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06042-0000,G,2,155.5,2177.5056,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06855-0000,G,1,625.33264,1672.5328,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06824-0000,G,12,5.4533334,176.71535,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07146-0000,G,6,3323.5286,1905.3312,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06260-0000,G,9,94.781166,2059.4001,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07141-0000,G,12,70.593666,2024.7441,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05609-0000,G,3,210.27184,1243.5306,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06716-0000,G,6,147.1095,2058.2703,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06351-0000,G,8,81.947334,2233.4341,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06578-0000,G,8,3.6551666,1032.9009,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05562-0000,G,6,7.7205,757.16266,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07857-0000,G,1,25.936001,42.139435,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05934-0000,G,9,37.585667,31.642517,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05086-0000,G,9,363.36716,1058.5173,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05259-0000,G,8,358.29965,785.03558,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06752-0000,G,1,0.38749999,1158.5087,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05363-0000,G,10,38.141167,0,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05932-0000,G,11,24.353834,0.9189555,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07075-0000,G,10,156.9545,1922.3312,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05237-0000,G,10,40.403999,1233.6813,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07885-0000,G,8,569.30017,23.878326,Continental Resources
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04650-0000,G,12,62.578999,641.86237,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06370-0000,G,8,1213.4498,3365.407,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07144-0000,G,7,105.89417,3588.7883,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06351-0000,G,11,78.033501,2233.4341,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04860-0000,G,1,25.172001,1527.3201,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05830-0000,G,4,23.678167,1552.5304,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05122-0000,G,4,153.638,652.75702,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06388-0000,G,3,217.39233,1405.0782,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06569-0000,G,4,1039.9033,921.49329,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05243-0000,G,9,133.20866,1400.9346,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05562-0000,G,9,7.6240001,757.16266,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06571-0000,G,2,23.725,92.615471,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05751-0000,G,11,519.33069,1400.3345,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06274-0000,G,4,9.1815004,924.41052,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05233-0000,G,1,30.276333,3254.6582,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07073-0000,G,4,54.438,1935.6431,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05050-0000,G,3,248.5495,930.16913,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05678-0000,G,7,21.851999,1806.26,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05428-0000,G,9,118.26466,1064.6119,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05432-0000,G,6,79.082832,1443.1246,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06695-0000,G,6,15.622167,1842.4229,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05290-0000,G,1,307.82535,1234.0581,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07075-0000,G,10,48.293667,1922.3312,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05509-0000,G,12,7.2623334,481.05411,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06253-0000,G,12,120.69566,2202.5447,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05230-0000,G,4,85.435165,885.61359,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06718-0000,G,10,61.533669,2069.5708,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06253-0000,G,12,479.46667,2202.5447,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05136-0000,G,3,86.614334,397.31461,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05017-0000,G,4,378.90234,811.18396,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06255-0000,G,3,4.0706668,1170.0195,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04870-0000,G,9,8.0318336,193.59668,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04829-0000,G,3,28.119667,1359.8746,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05137-0000,G,3,456.37115,284.81738,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05137-0000,G,3,71.830002,284.81738,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05467-0000,G,12,217.32417,1261.1802,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05152-0000,G,6,19.350666,944.37457,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05737-0000,G,8,33.355167,1234.6565,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07504-0000,G,7,298.9855,46.333679,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07310-0000,G,3,1134.0826,1982.554,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06302-0000,G,2,3.9708333,1313.5439,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07553-0000,G,12,250.91167,0.75248986,Continental Resources
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06334-0000,G,10,10.706833,1030.0016,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04970-0000,G,2,354.06833,1327.4786,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06578-0000,G,2,3.5396667,1032.9009,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07650-0000,G,6,57.681168,58.793949,PetroShale
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06132-0000,G,6,1123.4567,15.344616,Continental Resources
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06754-0000,G,3,18.779167,2035.2944,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07853-0000,G,11,17.247334,45.500763,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04959-0000,G,3,25.349167,1861.6343,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05150-0000,G,6,25.7565,861.60077,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06403-0000,G,10,9.0714998,419.91046,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05025-0000,G,11,464.24365,306.2543,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06278-0000,G,3,6.5560002,965.84485,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04862-0000,G,9,502.70984,1677.641,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06373-0000,G,7,856.14618,3334.2822,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06722-0000,G,11,9.1894999,731.5448,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06397-0000,G,9,14.9195,2128.7124,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04962-0000,G,9,12.278666,1865.0249,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05083-0000,G,11,844.52551,3711.6843,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06077-0000,G,7,602.26031,922.90936,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06348-0000,G,7,325.21967,2133.6096,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06845-0000,G,4,170.41917,1864.2715,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05470-0000,G,12,27.102833,4.520359,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04361-0000,G,9,226.43201,689.13983,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06578-0000,G,11,3.4218333,1032.9009,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05825-0000,G,3,139.90283,1832.2522,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05431-0000,G,11,630.12866,1330.869,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07456-0000,G,4,539.81433,2105.4663,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06331-0000,G,3,543.08301,2081.387,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07088-0000,G,9,397.31482,1949.7094,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06717-0000,G,2,885.44348,2028.1345,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06391-0000,G,11,656.76019,1641.6437,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06391-0000,G,11,93.96933,1641.6437,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05151-0000,G,11,14.430333,929.32489,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05831-0000,G,10,26.521,1566.2344,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07554-0000,G,3,355.27667,326.27505,Continental Resources
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05899-0000,G,10,225.66467,1045.3329,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05327-0000,G,10,220.74767,929.68726,ConocoPhillips
